item_id,restaurant_id,item_name,category,price
1178,278,Gulab Jamun 1178,Dessert,573.03
1179,279,Chicken Curry 1179,Combo,493.98
1180,280,Paneer Butter Masala 1180,Beverage,190.72
1181,281,Farmhouse Pizza 1181,Starter,116.5
1182,282,Veg Noodles 1182,Starter,418.58
1183,283,Paneer Butter Masala 1183,Starter,645.22
1184,284,Farmhouse Pizza 1184,Starter,192.17
1185,285,Brownie 1185,Main Course,192.2
1186,286,Vada 1186,Starter,491.47
1187,287,Chicken Curry 1187,Beverage,422.79
1188,288,Chicken Biryani 1188,Dessert,162.39
1189,289,Fresh Lime Soda 1189,Main Course,519.7
1190,290,Gulab Jamun 1190,Beverage,604.04
1191,291,Veg Biryani 1191,Main Course,649.24
1192,292,Idli 1192,Main Course,177.91
1193,293,Vada 1193,Starter,185.75
1194,294,Veg Fried Rice 1194,Beverage,542.25
1195,295,Paneer Tikka 1195,Dessert,464.95
1196,296,Farmhouse Pizza 1196,Combo,205.69
1197,297,Gulab Jamun 1197,Starter,595.88
1198,298,Gulab Jamun 1198,Beverage,99.73
1199,299,Veg Noodles 1199,Starter,475.66
1200,300,Momos 1200,Starter,192.07
1201,1,Chicken Noodles 1201,Beverage,144.37
1202,2,Chicken Curry 1202,Beverage,395.11
1203,3,Brownie 1203,Starter,198.12
1204,4,Farmhouse Pizza 1204,Dessert,369.82
1205,5,French Fries 1205,Beverage,529.03
1206,6,Paneer Biryani 1206,Combo,92.33
1207,7,Butter Naan 1207,Main Course,410.2
1208,8,Brownie 1208,Beverage,273.96
1209,9,Margherita Pizza 1209,Beverage,405.12
1210,10,Veg Biryani 1210,Combo,478.61
1211,11,Paneer Butter Masala 1211,Beverage,540.91
1212,12,Margherita Pizza 1212,Starter,208.25
1213,13,Brownie 1213,Starter,87.98
1214,14,Margherita Pizza 1214,Main Course,398.95
1215,15,Paneer Biryani 1215,Combo,328.37
1216,16,Idli 1216,Combo,550.71
1217,17,Paneer Tikka 1217,Dessert,242.52
1218,18,Brownie 1218,Beverage,175.87
1219,19,Momos 1219,Main Course,233.26
1220,20,Butter Naan 1220,Beverage,623.86
1221,21,Paneer Tikka 1221,Beverage,103.56
1222,22,Cold Coffee 1222,Dessert,405.68
1223,23,Fresh Lime Soda 1223,Starter,341.1
1224,24,Fresh Lime Soda 1224,Main Course,505.38
1225,25,Vada 1225,Starter,466.17
1226,26,Chicken 65 1226,Beverage,588.62
1227,27,Chicken Fried Rice 1227,Main Course,505.22
1228,28,Veg Biryani 1228,Beverage,282.4
1229,29,Veg Noodles 1229,Starter,452.41
1230,30,Paneer Biryani 1230,Starter,321.01
1231,31,Veg Noodles 1231,Dessert,319.9
1232,32,Cold Coffee 1232,Combo,94.92
1233,33,Cold Coffee 1233,Combo,551.62
1234,34,Veg Biryani 1234,Beverage,404.0
1235,35,Idli 1235,Dessert,100.18
1236,36,Chicken Curry 1236,Dessert,548.25
1237,37,Paneer Butter Masala 1237,Beverage,560.16
1238,38,Vada 1238,Starter,637.7
1239,39,Veg Fried Rice 1239,Main Course,325.2
1240,40,Masala Dosa 1240,Starter,159.93
1241,41,Veg Noodles 1241,Main Course,248.11
1242,42,Butter Naan 1242,Beverage,575.03
1243,43,Gulab Jamun 1243,Starter,352.72
1244,44,Chicken 65 1244,Starter,587.09
1245,45,Gulab Jamun 1245,Beverage,188.34
1246,46,Chicken Fried Rice 1246,Main Course,426.96
1247,47,Vada 1247,Dessert,384.09
1248,48,Cold Coffee 1248,Main Course,432.88
1249,49,Brownie 1249,Beverage,217.24
1250,50,Paneer Biryani 1250,Starter,173.21
1251,51,Chicken 65 1251,Starter,500.45
1252,52,Ice Cream 1252,Dessert,237.11
1253,53,Chicken Noodles 1253,Beverage,329.68
1254,54,Chicken Noodles 1254,Main Course,327.87
1255,55,Cold Coffee 1255,Dessert,245.57
1256,56,Paneer Butter Masala 1256,Combo,315.74
1257,57,Butter Naan 1257,Main Course,346.01
1258,58,Fresh Lime Soda 1258,Main Course,342.32
1259,59,Paneer Biryani 1259,Main Course,497.09
1260,60,Brownie 1260,Main Course,142.21
1261,61,Idli 1261,Beverage,378.52
1262,62,Chicken Biryani 1262,Beverage,303.29
1263,63,Cold Coffee 1263,Beverage,617.19
1264,64,Chicken Fried Rice 1264,Main Course,501.17
1265,65,Margherita Pizza 1265,Beverage,488.38
1266,66,Cold Coffee 1266,Main Course,94.55
1267,67,Masala Dosa 1267,Combo,119.66
1268,68,Veg Biryani 1268,Main Course,330.41
1269,69,Gulab Jamun 1269,Starter,472.0
1270,70,Brownie 1270,Beverage,602.98
1271,71,Paneer Butter Masala 1271,Main Course,241.44
1272,72,Momos 1272,Starter,89.28
1273,73,Veg Noodles 1273,Beverage,112.26
1274,74,Masala Dosa 1274,Main Course,154.15
1275,75,Veg Biryani 1275,Dessert,102.86
1276,76,Masala Dosa 1276,Starter,122.77
1277,77,Chicken 65 1277,Beverage,527.93
1278,78,Chicken Curry 1278,Main Course,287.73
1279,79,Farmhouse Pizza 1279,Combo,339.75
1280,80,Vada 1280,Main Course,300.61
1281,81,Chicken Biryani 1281,Dessert,333.58
1282,82,Chicken 65 1282,Main Course,232.35
1283,83,Masala Dosa 1283,Combo,209.93
1284,84,Paneer Biryani 1284,Beverage,309.79
1285,85,French Fries 1285,Beverage,148.65
1286,86,Brownie 1286,Starter,610.86
1287,87,Margherita Pizza 1287,Main Course,470.62
1288,88,Paneer Biryani 1288,Beverage,523.71
1289,89,Burger 1289,Dessert,145.47
1290,90,Vada 1290,Main Course,146.96
1291,91,Gulab Jamun 1291,Dessert,179.27
1292,92,Brownie 1292,Dessert,562.26
1293,93,Masala Dosa 1293,Starter,508.3
1294,94,Momos 1294,Starter,230.05
1295,95,Veg Biryani 1295,Dessert,139.87
1296,96,Veg Noodles 1296,Beverage,85.94
1297,97,Masala Dosa 1297,Dessert,186.46
1298,98,Vada 1298,Beverage,202.81
1299,99,Gulab Jamun 1299,Main Course,363.16
1300,100,Margherita Pizza 1300,Main Course,186.53
1301,101,Chicken Biryani 1301,Dessert,162.67
1302,102,Brownie 1302,Main Course,391.07
1303,103,Idli 1303,Beverage,543.8
1304,104,Brownie 1304,Starter,251.37
1305,105,Chicken Biryani 1305,Combo,375.01
1306,106,Brownie 1306,Main Course,501.62
1307,107,Veg Noodles 1307,Combo,153.15
1308,108,Ice Cream 1308,Starter,543.16
1309,109,Veg Noodles 1309,Main Course,136.51
1310,110,Chicken Biryani 1310,Combo,499.17
1311,111,Momos 1311,Combo,215.4
1312,112,Paneer Biryani 1312,Combo,640.37
1313,113,Ice Cream 1313,Beverage,520.38
1314,114,Chicken Biryani 1314,Combo,428.36
1315,115,Farmhouse Pizza 1315,Main Course,173.9
1316,116,Brownie 1316,Combo,337.45
1317,117,Gulab Jamun 1317,Main Course,646.55
1318,118,French Fries 1318,Starter,457.21
1319,119,Cold Coffee 1319,Starter,374.32
1320,120,Chicken Noodles 1320,Beverage,497.8
1321,121,Vada 1321,Combo,572.23
1322,122,Masala Dosa 1322,Combo,165.51
1323,123,Chicken 65 1323,Beverage,442.48
1324,124,Idli 1324,Beverage,547.87
1325,125,Veg Fried Rice 1325,Dessert,323.03
1326,126,Cold Coffee 1326,Starter,353.15
1327,127,Burger 1327,Dessert,436.45
1328,128,Paneer Tikka 1328,Dessert,589.71
1329,129,Burger 1329,Main Course,580.87
1330,130,Veg Biryani 1330,Beverage,119.94
1331,131,Ice Cream 1331,Starter,402.35
1332,132,Brownie 1332,Starter,478.34
1333,133,Chicken Noodles 1333,Starter,546.94
1334,134,Chicken Curry 1334,Main Course,499.48
1335,135,Margherita Pizza 1335,Dessert,363.68
1336,136,Farmhouse Pizza 1336,Starter,458.04
1337,137,Chicken Noodles 1337,Dessert,369.33
1338,138,Chicken Biryani 1338,Dessert,81.74
1339,139,Gulab Jamun 1339,Starter,223.32
1340,140,Veg Biryani 1340,Combo,427.52
1341,141,Butter Naan 1341,Beverage,127.45
1342,142,Gulab Jamun 1342,Starter,188.87
1343,143,Ice Cream 1343,Main Course,646.22
1344,144,Chicken Noodles 1344,Combo,181.7
1345,145,Burger 1345,Starter,462.95
1346,146,Veg Noodles 1346,Dessert,127.82
1347,147,Gulab Jamun 1347,Dessert,446.47
1348,148,Chicken Biryani 1348,Main Course,334.34
1349,149,Veg Fried Rice 1349,Combo,542.58
1350,150,Vada 1350,Main Course,467.15
1351,151,Paneer Tikka 1351,Dessert,113.03
1352,152,Fresh Lime Soda 1352,Combo,602.25
1353,153,Veg Noodles 1353,Combo,321.26
1354,154,Chicken Fried Rice 1354,Main Course,564.99
1355,155,Chicken Biryani 1355,Combo,234.4
1356,156,Fresh Lime Soda 1356,Starter,436.13
1357,157,Brownie 1357,Combo,182.9
1358,158,Cold Coffee 1358,Dessert,302.92
1359,159,Margherita Pizza 1359,Starter,511.72
1360,160,Chicken Biryani 1360,Combo,317.93
1361,161,Chicken Curry 1361,Starter,545.25
1362,162,Momos 1362,Beverage,105.1
1363,163,Paneer Tikka 1363,Dessert,446.38
1364,164,Margherita Pizza 1364,Dessert,84.89
1365,165,Gulab Jamun 1365,Beverage,281.91
1366,166,Farmhouse Pizza 1366,Main Course,449.71
1367,167,Vada 1367,Main Course,466.9
1368,168,Veg Biryani 1368,Combo,204.32
1369,169,Veg Noodles 1369,Combo,186.49
1370,170,Veg Biryani 1370,Combo,514.13
1371,171,Veg Biryani 1371,Beverage,640.62
1372,172,Chicken 65 1372,Dessert,609.03
1373,173,Idli 1373,Main Course,413.47
1374,174,Brownie 1374,Beverage,521.66
1375,175,Veg Fried Rice 1375,Beverage,200.37
1376,176,Paneer Biryani 1376,Dessert,107.46
1377,177,Chicken Biryani 1377,Starter,419.85
1378,178,Ice Cream 1378,Combo,427.71
1379,179,Veg Biryani 1379,Dessert,307.39
1380,180,French Fries 1380,Main Course,514.52
1381,181,Farmhouse Pizza 1381,Main Course,502.93
1382,182,Idli 1382,Combo,580.1
1383,183,Chicken Curry 1383,Dessert,361.19
1384,184,Masala Dosa 1384,Combo,88.18
1385,185,Veg Fried Rice 1385,Main Course,336.45
1386,186,Masala Dosa 1386,Combo,555.11
1387,187,Gulab Jamun 1387,Main Course,635.23
1388,188,Ice Cream 1388,Dessert,328.21
1389,189,Vada 1389,Beverage,93.28
1390,190,Gulab Jamun 1390,Main Course,239.07
1391,191,Margherita Pizza 1391,Beverage,445.76
1392,192,Chicken Curry 1392,Main Course,269.47
1393,193,Chicken Noodles 1393,Beverage,447.44
1394,194,Fresh Lime Soda 1394,Starter,589.09
1395,195,Momos 1395,Beverage,109.89
1396,196,Burger 1396,Starter,549.25
1397,197,Paneer Tikka 1397,Main Course,597.1
1398,198,French Fries 1398,Main Course,201.36
1399,199,Margherita Pizza 1399,Beverage,396.47
1400,200,Chicken Noodles 1400,Beverage,583.02
1401,201,Margherita Pizza 1401,Beverage,566.45
1402,202,Ice Cream 1402,Beverage,617.22
1403,203,Vada 1403,Starter,227.47
1404,204,Gulab Jamun 1404,Dessert,242.14
1405,205,Momos 1405,Starter,362.99
1406,206,Farmhouse Pizza 1406,Main Course,177.34
1407,207,Chicken Noodles 1407,Combo,105.52
1408,208,Gulab Jamun 1408,Main Course,198.27
1409,209,Burger 1409,Main Course,568.06
1410,210,Chicken Fried Rice 1410,Main Course,221.97
1411,211,Veg Fried Rice 1411,Main Course,366.58
1412,212,Butter Naan 1412,Beverage,596.78
1413,213,Ice Cream 1413,Dessert,85.49
1414,214,Fresh Lime Soda 1414,Combo,94.01
1415,215,Chicken Noodles 1415,Beverage,358.77
1416,216,Farmhouse Pizza 1416,Combo,539.78
1417,217,Chicken 65 1417,Main Course,585.38
1418,218,Paneer Tikka 1418,Main Course,400.63
1419,219,Margherita Pizza 1419,Dessert,228.62
1420,220,Masala Dosa 1420,Combo,107.35
1421,221,Butter Naan 1421,Combo,244.69
1422,222,Fresh Lime Soda 1422,Dessert,488.99
1423,223,Veg Noodles 1423,Starter,151.33
1424,224,Paneer Butter Masala 1424,Dessert,473.2
1425,225,Chicken Noodles 1425,Starter,325.97
1426,226,Chicken Biryani 1426,Beverage,233.08
1427,227,Cold Coffee 1427,Main Course,176.54
1428,228,Paneer Tikka 1428,Main Course,505.03
1429,229,Paneer Butter Masala 1429,Combo,450.32
1430,230,Veg Noodles 1430,Beverage,490.99
1431,231,French Fries 1431,Starter,594.62
1432,232,Gulab Jamun 1432,Combo,415.02
1433,233,Paneer Tikka 1433,Combo,369.07
1434,234,Paneer Tikka 1434,Beverage,577.92
1435,235,Momos 1435,Combo,591.67
1436,236,Chicken Curry 1436,Combo,336.38
1437,237,Masala Dosa 1437,Beverage,188.41
1438,238,Momos 1438,Main Course,383.38
1439,239,Paneer Butter Masala 1439,Starter,388.42
1440,240,Burger 1440,Dessert,314.05
1441,241,Cold Coffee 1441,Beverage,253.09
1442,242,Butter Naan 1442,Starter,461.69
1443,243,Ice Cream 1443,Dessert,595.28
1444,244,Paneer Tikka 1444,Main Course,433.67
1445,245,Veg Biryani 1445,Combo,267.69
1446,246,Vada 1446,Starter,523.41
1447,247,Chicken Noodles 1447,Combo,254.4
1448,248,Paneer Tikka 1448,Starter,139.67
1449,249,Gulab Jamun 1449,Starter,452.74
1450,250,Paneer Butter Masala 1450,Combo,89.14
1451,251,Paneer Butter Masala 1451,Beverage,611.52
1452,252,Paneer Butter Masala 1452,Dessert,386.22
1453,253,Vada 1453,Starter,562.76
1454,254,Idli 1454,Dessert,492.93
1455,255,Fresh Lime Soda 1455,Main Course,260.89
1456,256,Paneer Butter Masala 1456,Main Course,510.63
1457,257,Veg Noodles 1457,Dessert,309.85
1458,258,Chicken Biryani 1458,Combo,610.89
1459,259,Veg Noodles 1459,Main Course,130.52
1460,260,Paneer Tikka 1460,Dessert,578.01
1461,261,Farmhouse Pizza 1461,Combo,334.09
1462,262,Fresh Lime Soda 1462,Starter,482.24
1463,263,Veg Fried Rice 1463,Beverage,563.09
1464,264,Chicken 65 1464,Combo,154.55
1465,265,French Fries 1465,Starter,397.37
1466,266,Vada 1466,Beverage,480.39
1467,267,Veg Biryani 1467,Beverage,491.48
1468,268,Cold Coffee 1468,Beverage,90.12
1469,269,Butter Naan 1469,Combo,393.8
1470,270,Chicken Curry 1470,Combo,583.64
1471,271,Chicken Curry 1471,Beverage,294.9
1472,272,Paneer Tikka 1472,Combo,510.63
1473,273,Farmhouse Pizza 1473,Main Course,649.4
1474,274,Idli 1474,Combo,382.7
1475,275,Veg Biryani 1475,Starter,424.86
1476,276,Paneer Tikka 1476,Beverage,643.28
1477,277,Paneer Butter Masala 1477,Combo,484.51
1478,278,Butter Naan 1478,Main Course,276.4
1479,279,Chicken Curry 1479,Main Course,353.24
1480,280,Chicken Noodles 1480,Combo,534.81
1481,281,Chicken Fried Rice 1481,Combo,104.2
1482,282,Idli 1482,Combo,476.73
1483,283,Farmhouse Pizza 1483,Dessert,617.97
1484,284,Paneer Biryani 1484,Beverage,115.41
1485,285,Gulab Jamun 1485,Starter,599.86
1486,286,Butter Naan 1486,Beverage,541.34
1487,287,Paneer Biryani 1487,Starter,425.52
1488,288,Veg Fried Rice 1488,Combo,645.32
1489,289,Brownie 1489,Beverage,277.83
1490,290,Ice Cream 1490,Main Course,369.53
1491,291,Chicken Curry 1491,Dessert,399.24
1492,292,Chicken Fried Rice 1492,Beverage,450.84
1493,293,Ice Cream 1493,Beverage,162.48
1494,294,Chicken 65 1494,Main Course,340.98
1495,295,Idli 1495,Starter,380.03
1496,296,Veg Fried Rice 1496,Main Course,547.84
1497,297,Momos 1497,Beverage,550.86
1498,298,Veg Biryani 1498,Main Course,332.67
1499,299,Veg Noodles 1499,Dessert,334.48
1500,300,Vada 1500,Beverage,80.33
1501,1,Ice Cream 1501,Beverage,188.36
1502,2,Brownie 1502,Beverage,355.97
1503,3,Cold Coffee 1503,Dessert,486.4
1504,4,Cold Coffee 1504,Starter,303.7
1505,5,Chicken Noodles 1505,Starter,203.85
1506,6,Paneer Tikka 1506,Main Course,233.4
1507,7,Masala Dosa 1507,Dessert,240.08
1508,8,Chicken 65 1508,Main Course,553.66
1509,9,Brownie 1509,Starter,165.4
1510,10,Vada 1510,Dessert,316.97
1511,11,Paneer Biryani 1511,Beverage,369.73
1512,12,Ice Cream 1512,Starter,627.62
1513,13,Masala Dosa 1513,Starter,317.45
1514,14,Burger 1514,Beverage,122.86
1515,15,Farmhouse Pizza 1515,Starter,476.37
1516,16,Fresh Lime Soda 1516,Beverage,504.41
1517,17,Margherita Pizza 1517,Starter,114.3
1518,18,Paneer Tikka 1518,Main Course,228.45
1519,19,Paneer Tikka 1519,Main Course,125.61
1520,20,Fresh Lime Soda 1520,Beverage,516.56
1521,21,Momos 1521,Dessert,254.75
1522,22,Brownie 1522,Main Course,115.0
1523,23,Brownie 1523,Combo,168.4
1524,24,Veg Noodles 1524,Combo,530.34
1525,25,Fresh Lime Soda 1525,Beverage,608.51
1526,26,Cold Coffee 1526,Dessert,552.52
1527,27,Chicken Noodles 1527,Combo,222.16
1528,28,Burger 1528,Dessert,352.22
1529,29,Paneer Tikka 1529,Beverage,228.6
1530,30,Veg Fried Rice 1530,Starter,249.67
1531,31,Margherita Pizza 1531,Main Course,241.38
1532,32,Chicken Fried Rice 1532,Starter,337.47
1533,33,Fresh Lime Soda 1533,Main Course,524.35
1534,34,Burger 1534,Starter,318.35
1535,35,Chicken 65 1535,Dessert,629.54
1536,36,Paneer Butter Masala 1536,Combo,206.97
1537,37,Fresh Lime Soda 1537,Dessert,352.85
1538,38,Paneer Tikka 1538,Starter,338.94
1539,39,Ice Cream 1539,Beverage,274.4
1540,40,Masala Dosa 1540,Main Course,213.59
1541,41,Idli 1541,Combo,441.32
1542,42,Farmhouse Pizza 1542,Combo,220.68
1543,43,Chicken Noodles 1543,Beverage,433.5
1544,44,Vada 1544,Starter,307.61
1545,45,Idli 1545,Starter,183.29
1546,46,Veg Biryani 1546,Combo,229.34
1547,47,Veg Biryani 1547,Beverage,226.51
1548,48,Masala Dosa 1548,Dessert,573.39
1549,49,Chicken 65 1549,Combo,579.5
1550,50,Gulab Jamun 1550,Starter,427.89
1551,51,Ice Cream 1551,Main Course,118.8
1552,52,Burger 1552,Dessert,299.5
1553,53,Gulab Jamun 1553,Combo,173.7
1554,54,Chicken Noodles 1554,Main Course,235.36
1555,55,Butter Naan 1555,Combo,387.9
1556,56,Brownie 1556,Starter,573.71
1557,57,Farmhouse Pizza 1557,Dessert,115.78
1558,58,Chicken 65 1558,Combo,213.01
1559,59,Cold Coffee 1559,Beverage,208.08
1560,60,Veg Fried Rice 1560,Combo,433.33
1561,61,Fresh Lime Soda 1561,Dessert,592.2
1562,62,Butter Naan 1562,Combo,261.21
1563,63,Masala Dosa 1563,Starter,537.78
1564,64,Veg Biryani 1564,Starter,430.72
1565,65,Ice Cream 1565,Beverage,547.47
1566,66,Burger 1566,Main Course,251.88
1567,67,Veg Noodles 1567,Combo,379.34
1568,68,Gulab Jamun 1568,Combo,485.41
1569,69,Burger 1569,Combo,106.65
1570,70,Gulab Jamun 1570,Dessert,308.32
1571,71,Masala Dosa 1571,Starter,357.95
1572,72,Idli 1572,Dessert,538.97
1573,73,Chicken Fried Rice 1573,Main Course,280.04
1574,74,Burger 1574,Dessert,190.31
1575,75,Burger 1575,Main Course,274.59
1576,76,Veg Noodles 1576,Main Course,558.17
1577,77,Paneer Tikka 1577,Starter,117.04
1578,78,Margherita Pizza 1578,Starter,295.51
1579,79,Margherita Pizza 1579,Main Course,213.69
1580,80,Farmhouse Pizza 1580,Dessert,192.57
1581,81,Idli 1581,Main Course,478.26
1582,82,Chicken Curry 1582,Main Course,404.42
1583,83,Chicken Fried Rice 1583,Dessert,322.34
1584,84,Ice Cream 1584,Main Course,321.79
1585,85,Idli 1585,Dessert,431.88
1586,86,Burger 1586,Combo,492.1
1587,87,Cold Coffee 1587,Dessert,353.33
1588,88,Paneer Tikka 1588,Starter,613.36
1589,89,Paneer Biryani 1589,Combo,159.01
1590,90,Idli 1590,Dessert,404.61
1591,91,Cold Coffee 1591,Starter,151.8
1592,92,Margherita Pizza 1592,Dessert,451.78
1593,93,Burger 1593,Dessert,330.78
1594,94,Fresh Lime Soda 1594,Dessert,138.43
1595,95,Chicken Noodles 1595,Main Course,443.58
1596,96,Farmhouse Pizza 1596,Combo,284.81
1597,97,Momos 1597,Starter,270.37
1598,98,Burger 1598,Beverage,474.36
1599,99,Chicken Curry 1599,Beverage,648.06
1600,100,Momos 1600,Combo,111.44
1601,101,Chicken Biryani 1601,Combo,187.79
1602,102,Ice Cream 1602,Main Course,206.94
1603,103,Chicken Noodles 1603,Starter,223.15
1604,104,Masala Dosa 1604,Starter,647.51
1605,105,Margherita Pizza 1605,Main Course,629.52
1606,106,Chicken 65 1606,Beverage,375.2
1607,107,Paneer Butter Masala 1607,Starter,620.72
1608,108,Burger 1608,Main Course,551.19
1609,109,Vada 1609,Main Course,333.43
1610,110,Momos 1610,Main Course,337.04
1611,111,Chicken Biryani 1611,Dessert,340.04
1612,112,Cold Coffee 1612,Dessert,635.83
1613,113,Momos 1613,Starter,551.22
1614,114,Chicken Fried Rice 1614,Starter,135.4
1615,115,Paneer Tikka 1615,Beverage,258.25
1616,116,Burger 1616,Starter,190.1
1617,117,Idli 1617,Starter,278.8
1618,118,Chicken Biryani 1618,Starter,627.77
1619,119,Butter Naan 1619,Starter,475.79
1620,120,Brownie 1620,Starter,544.75
1621,121,Paneer Biryani 1621,Main Course,137.13
1622,122,Vada 1622,Beverage,477.92
1623,123,Chicken Noodles 1623,Beverage,518.48
1624,124,Momos 1624,Main Course,246.57
1625,125,French Fries 1625,Combo,284.15
1626,126,French Fries 1626,Dessert,348.6
1627,127,Butter Naan 1627,Main Course,480.64
1628,128,Margherita Pizza 1628,Main Course,285.41
1629,129,Burger 1629,Starter,290.72
1630,130,Chicken Curry 1630,Starter,103.43
1631,131,Masala Dosa 1631,Starter,267.96
1632,132,Chicken 65 1632,Dessert,538.63
1633,133,Chicken Curry 1633,Dessert,578.63
1634,134,Momos 1634,Combo,373.9
1635,135,Butter Naan 1635,Dessert,365.31
1636,136,Butter Naan 1636,Dessert,440.64
1637,137,Idli 1637,Beverage,490.03
1638,138,French Fries 1638,Combo,579.52
1639,139,Chicken Biryani 1639,Dessert,610.59
1640,140,Chicken Curry 1640,Starter,526.87
1641,141,Chicken Noodles 1641,Starter,401.79
1642,142,Cold Coffee 1642,Main Course,294.89
1643,143,Gulab Jamun 1643,Main Course,236.61
1644,144,French Fries 1644,Beverage,163.69
1645,145,Momos 1645,Starter,511.12
1646,146,Paneer Biryani 1646,Combo,552.82
1647,147,Masala Dosa 1647,Dessert,229.71
1648,148,Chicken Curry 1648,Beverage,108.58
1649,149,Momos 1649,Dessert,388.65
1650,150,Paneer Butter Masala 1650,Main Course,408.24
1651,151,Brownie 1651,Starter,366.5
1652,152,Veg Fried Rice 1652,Main Course,133.81
1653,153,Chicken Biryani 1653,Starter,371.61
1654,154,Brownie 1654,Combo,430.66
1655,155,Chicken Curry 1655,Combo,511.32
1656,156,Momos 1656,Main Course,139.77
1657,157,Chicken Biryani 1657,Beverage,434.36
1658,158,Idli 1658,Dessert,641.03
1659,159,Paneer Biryani 1659,Dessert,398.52
1660,160,Ice Cream 1660,Main Course,492.17
1661,161,Paneer Tikka 1661,Combo,99.63
1662,162,Butter Naan 1662,Main Course,256.9
1663,163,Chicken Biryani 1663,Main Course,572.73
1664,164,Vada 1664,Beverage,576.0
1665,165,Farmhouse Pizza 1665,Main Course,125.17
1666,166,Gulab Jamun 1666,Starter,147.55
1667,167,Masala Dosa 1667,Starter,603.06
1668,168,Veg Noodles 1668,Main Course,601.96
1669,169,Margherita Pizza 1669,Beverage,191.74
1670,170,Chicken Fried Rice 1670,Main Course,148.24
1671,171,Chicken 65 1671,Beverage,407.36
1672,172,Momos 1672,Combo,154.13
1673,173,Paneer Biryani 1673,Dessert,419.28
1674,174,Chicken Fried Rice 1674,Combo,295.99
1675,175,Momos 1675,Main Course,423.29
1676,176,Paneer Biryani 1676,Starter,296.19
1677,177,Paneer Biryani 1677,Dessert,446.76
1678,178,Vada 1678,Combo,153.43
1679,179,Chicken 65 1679,Combo,252.5
1680,180,Cold Coffee 1680,Starter,528.12
1681,181,Chicken Biryani 1681,Combo,644.34
1682,182,Paneer Biryani 1682,Dessert,549.96
1683,183,Chicken Biryani 1683,Main Course,511.1
1684,184,Vada 1684,Starter,644.32
1685,185,Veg Noodles 1685,Main Course,435.72
1686,186,Idli 1686,Starter,426.83
1687,187,Chicken 65 1687,Starter,453.48
1688,188,Momos 1688,Dessert,198.32
1689,189,Veg Biryani 1689,Main Course,564.64
1690,190,Veg Noodles 1690,Main Course,619.17
1691,191,Chicken 65 1691,Starter,270.82
1692,192,Cold Coffee 1692,Main Course,284.52
1693,193,Paneer Butter Masala 1693,Beverage,630.18
1694,194,Brownie 1694,Starter,608.43
1695,195,Fresh Lime Soda 1695,Combo,391.67
1696,196,Burger 1696,Combo,89.94
1697,197,Idli 1697,Combo,362.41
1698,198,Masala Dosa 1698,Dessert,237.48
1699,199,Gulab Jamun 1699,Beverage,263.94
1700,200,Chicken Fried Rice 1700,Dessert,405.0
1701,201,Chicken Curry 1701,Starter,488.97
1702,202,Veg Biryani 1702,Beverage,588.59
1703,203,Cold Coffee 1703,Dessert,511.33
1704,204,Fresh Lime Soda 1704,Beverage,136.85
1705,205,Cold Coffee 1705,Combo,196.77
1706,206,Chicken Curry 1706,Combo,135.94
1707,207,Chicken Biryani 1707,Starter,372.46
1708,208,Ice Cream 1708,Combo,121.95
1709,209,Paneer Tikka 1709,Dessert,363.64
1710,210,Fresh Lime Soda 1710,Main Course,435.95
1711,211,Fresh Lime Soda 1711,Beverage,168.45
1712,212,Farmhouse Pizza 1712,Beverage,465.58
1713,213,Paneer Tikka 1713,Combo,578.93
1714,214,Veg Biryani 1714,Beverage,476.17
1715,215,Chicken Curry 1715,Combo,228.44
1716,216,French Fries 1716,Main Course,98.64
1717,217,Farmhouse Pizza 1717,Combo,414.57
1718,218,Veg Fried Rice 1718,Beverage,520.99
1719,219,Burger 1719,Beverage,355.92
1720,220,Chicken Curry 1720,Combo,487.58
1721,221,Burger 1721,Main Course,189.29
1722,222,Chicken Biryani 1722,Starter,337.75
1723,223,Chicken Curry 1723,Main Course,167.44
1724,224,Chicken 65 1724,Combo,530.36
1725,225,Veg Noodles 1725,Combo,446.2
1726,226,Idli 1726,Combo,282.22
1727,227,Gulab Jamun 1727,Main Course,340.44
1728,228,Farmhouse Pizza 1728,Dessert,619.99
1729,229,Paneer Biryani 1729,Starter,226.12
1730,230,Chicken Biryani 1730,Combo,278.97
1731,231,Cold Coffee 1731,Main Course,606.79
1732,232,Chicken Biryani 1732,Beverage,112.66
1733,233,Paneer Biryani 1733,Combo,137.56
1734,234,Gulab Jamun 1734,Dessert,122.73
1735,235,Veg Biryani 1735,Main Course,101.21
1736,236,Masala Dosa 1736,Combo,547.26
1737,237,Idli 1737,Main Course,492.53
1738,238,Ice Cream 1738,Starter,468.75
1739,239,Fresh Lime Soda 1739,Beverage,368.61
1740,240,Chicken Fried Rice 1740,Main Course,578.57
1741,241,French Fries 1741,Beverage,466.68
1742,242,Paneer Butter Masala 1742,Beverage,266.29
1743,243,Butter Naan 1743,Combo,299.56
1744,244,Vada 1744,Beverage,325.88
1745,245,Masala Dosa 1745,Beverage,137.64
1746,246,Veg Fried Rice 1746,Combo,388.98
1747,247,Veg Biryani 1747,Main Course,599.51
1748,248,Veg Biryani 1748,Combo,188.73
1749,249,Veg Fried Rice 1749,Main Course,270.0
1750,250,French Fries 1750,Beverage,141.49
1751,251,Veg Noodles 1751,Main Course,143.09
