order_id,user_id,restaurant_id,order_date,order_status,subtotal,delivery_fee,discount,total_amount,payment_method
4378,6235,204,2026-06-10 15:38:51,Completed,2452.8,0,50,2402.8,Card
4379,4721,89,2026-06-09 23:00:11,Completed,2270.67,0,120,2150.67,Cash
4380,3929,47,2026-06-30 15:16:15,Completed,2811.18,0,0,2811.18,Wallet
4381,9655,52,2026-03-12 23:39:36,Payment Failed,544.2,30,0,574.2,Cash
4382,9651,98,2026-05-26 22:34:12,Completed,866.29,0,120,746.29,Card
4383,2588,132,2026-06-01 13:39:32,Payment Failed,2793.31,0,120,2673.31,UPI
4384,1786,127,2026-05-24 13:00:58,Completed,718.3,0,0,718.3,Card
4385,663,149,2026-06-07 22:31:24,Completed,2207.3,0,0,2207.3,Wallet
4386,398,8,2026-04-28 16:03:49,Completed,1198.12,0,0,1198.12,Card
4387,7443,151,2026-06-24 23:11:02,Payment Failed,1356.97,0,0,1356.97,UPI
4388,8306,203,2026-06-24 15:24:22,Completed,2557.52,0,0,2557.52,Card
4389,934,180,2026-03-14 21:53:20,Payment Failed,1928.22,0,0,1928.22,UPI
4390,7452,66,2026-05-22 10:12:41,Cancelled,1048.81,0,0,1048.81,Cash
4391,7723,148,2026-05-20 20:57:09,Completed,1711.61,0,0,1711.61,Cash
4392,5162,238,2026-05-14 22:00:27,Completed,1768.45,0,50,1718.45,Card
4393,3604,222,2026-06-24 17:40:23,Cancelled,839.44,0,0,839.44,Card
4394,1201,280,2026-06-28 11:04:36,Completed,3511.59,0,0,3511.59,Card
4395,3613,201,2026-06-15 21:47:25,Completed,1466.91,0,50,1416.91,Wallet
4396,8133,230,2026-04-04 17:52:52,Payment Failed,1691.42,0,0,1691.42,UPI
4397,7059,265,2026-05-07 08:03:21,Completed,1537.24,0,0,1537.24,Wallet
4398,7474,295,2026-04-20 23:51:05,Payment Failed,2435.52,0,0,2435.52,Wallet
4399,5736,281,2026-03-20 13:39:48,Completed,2000.1,0,20,1980.1,Card
4400,5592,122,2026-06-18 23:57:18,Payment Failed,2464.52,0,0,2464.52,Card
4401,6787,217,2026-04-07 20:57:36,Completed,2546.38,0,0,2546.38,UPI
4402,3597,90,2026-06-19 22:43:42,Completed,1575.06,0,0,1575.06,Cash
4403,2436,18,2026-06-14 11:21:36,Completed,3002.55,0,75,2927.55,Card
4404,756,283,2026-06-11 12:29:45,Completed,1637.72,0,30,1607.72,Cash
4405,3157,273,2026-06-11 10:27:05,Completed,1598.38,0,0,1598.38,Cash
4406,9552,222,2026-06-26 14:01:05,Payment Failed,2049.78,0,20,2029.78,UPI
4407,9541,8,2026-05-20 14:30:46,Completed,2692.85,0,0,2692.85,Card
4408,7860,33,2026-05-07 21:20:03,Completed,1419.86,0,30,1389.86,Cash
4409,5374,27,2026-06-28 21:14:27,Completed,197.13,50,20,227.13,Wallet
4410,385,287,2026-06-25 15:05:26,Completed,1679.21,0,100,1579.21,Wallet
4411,7878,140,2026-06-30 10:15:46,Completed,1926.0,0,50,1876.0,Wallet
4412,2945,232,2026-06-03 22:58:15,Completed,557.49,30,20,567.49,UPI
4413,7242,55,2026-06-26 21:34:05,Payment Failed,1563.3,0,0,1563.3,Wallet
4414,9725,28,2026-02-26 17:03:52,Completed,1897.62,0,0,1897.62,Wallet
4415,343,153,2026-06-24 15:19:44,Completed,955.09,0,20,935.09,Card
4416,8489,274,2026-04-27 09:10:39,Completed,2672.76,0,0,2672.76,Cash
4417,4557,226,2026-05-23 16:44:29,Completed,2273.08,0,0,2273.08,Card
4418,7929,281,2026-05-09 18:32:04,Completed,2059.09,0,0,2059.09,Wallet
4419,7437,46,2026-06-06 19:55:11,Cancelled,391.82,60,0,451.82,Cash
4420,1719,275,2026-03-07 07:34:43,Completed,1291.23,0,0,1291.23,Wallet
4421,3372,268,2026-04-12 17:27:56,Payment Failed,2105.81,0,0,2105.81,Cash
4422,9561,218,2026-05-11 16:42:32,Cancelled,626.81,0,30,596.81,Wallet
4423,9454,98,2026-04-21 16:55:41,Completed,1619.32,0,0,1619.32,UPI
4424,8355,104,2026-01-16 21:38:14,Completed,1942.53,0,0,1942.53,Wallet
4425,8519,152,2026-06-20 16:18:27,Payment Failed,600.16,0,0,600.16,Cash
4426,5256,158,2026-06-26 11:18:13,Completed,2323.63,0,50,2273.63,Cash
4427,2339,39,2026-05-05 09:21:23,Completed,2203.06,0,0,2203.06,Card
4428,3265,223,2026-04-19 07:20:09,Completed,1413.79,0,0,1413.79,UPI
4429,5183,187,2026-06-20 12:26:41,Payment Failed,1384.12,0,0,1384.12,Card
4430,790,299,2026-01-23 07:29:35,Completed,3298.14,0,0,3298.14,Card
4431,7681,2,2026-05-11 17:10:07,Completed,1697.04,0,0,1697.04,Wallet
4432,8676,80,2026-05-21 20:10:38,Completed,3697.18,0,0,3697.18,Card
4433,4460,8,2026-06-14 23:21:47,Completed,3099.94,0,0,3099.94,UPI
4434,4948,268,2026-06-29 19:12:16,Completed,991.14,0,100,891.14,Card
4435,9196,25,2026-06-01 17:28:55,Completed,3877.59,0,0,3877.59,UPI
4436,6063,256,2026-03-24 22:24:47,Completed,1787.44,0,75,1712.44,Card
4437,9819,78,2026-05-14 15:39:59,Completed,1449.83,0,0,1449.83,Wallet
4438,284,171,2026-05-16 11:41:02,Completed,111.8,30,0,141.8,Card
4439,9541,253,2026-02-12 15:32:14,Payment Failed,335.13,60,0,395.13,Cash
4440,32,129,2026-06-18 18:56:23,Completed,1116.35,0,120,996.35,Wallet
4441,7077,272,2026-06-14 10:41:59,Completed,433.43,40,0,473.43,Card
4442,5575,186,2026-04-26 15:09:48,Completed,3268.16,0,50,3218.16,UPI
4443,5314,262,2026-05-07 08:44:52,Completed,2151.75,0,0,2151.75,Cash
4444,8558,268,2026-05-09 09:01:55,Completed,465.72,20,0,485.72,Cash
4445,6447,189,2026-05-05 10:11:59,Completed,1459.99,0,0,1459.99,UPI
4446,7069,298,2026-01-22 23:29:28,Completed,3273.41,0,50,3223.41,UPI
4447,5407,249,2026-06-29 12:24:52,Completed,1964.37,0,50,1914.37,UPI
4448,8591,97,2026-06-29 22:31:28,Completed,3685.62,0,0,3685.62,Card
4449,3871,14,2026-06-26 14:22:14,Completed,2116.92,0,0,2116.92,Cash
4450,5776,295,2026-03-07 13:48:31,Completed,1623.14,0,0,1623.14,Wallet
4451,1026,84,2026-06-03 22:32:46,Completed,2327.61,0,0,2327.61,Wallet
4452,2644,23,2026-06-24 22:39:00,Completed,1773.81,0,75,1698.81,UPI
4453,6674,210,2026-05-24 20:07:47,Completed,1888.07,0,0,1888.07,Cash
4454,6916,34,2026-05-26 15:23:22,Completed,713.11,0,0,713.11,Cash
4455,5189,218,2026-06-26 16:40:38,Completed,2637.93,0,0,2637.93,Card
4456,8339,207,2026-06-12 23:52:29,Completed,387.12,20,0,407.12,Wallet
4457,105,150,2026-06-28 22:26:16,Cancelled,2433.75,0,0,2433.75,Card
4458,3523,166,2026-06-27 15:52:25,Completed,578.38,60,0,638.38,Cash
4459,5343,78,2026-06-23 23:58:31,Completed,1111.7,0,0,1111.7,Wallet
4460,3798,138,2026-06-30 22:05:51,Cancelled,1670.11,0,100,1570.11,Cash
4461,3682,160,2026-05-28 14:06:16,Completed,4029.84,0,0,4029.84,Card
4462,1345,217,2026-06-27 08:00:06,Completed,1830.05,0,0,1830.05,Wallet
4463,8758,29,2026-02-11 21:39:04,Completed,1617.39,0,0,1617.39,Cash
4464,674,60,2026-04-08 18:03:14,Completed,2664.01,0,0,2664.01,Card
4465,6856,121,2026-05-10 13:23:30,Completed,269.92,50,0,319.92,Card
4466,3974,51,2026-06-27 14:57:30,Cancelled,2583.23,0,50,2533.23,Wallet
4467,1262,250,2026-04-29 07:46:53,Cancelled,1866.47,0,30,1836.47,Cash
4468,4025,2,2026-04-30 16:11:47,Completed,607.72,0,0,607.72,Wallet
4469,5424,126,2026-03-20 23:00:31,Completed,933.64,0,120,813.64,Wallet
4470,4803,293,2026-05-18 07:29:44,Completed,162.48,50,0,212.48,Cash
4471,810,201,2026-04-20 11:28:29,Payment Failed,2309.76,0,0,2309.76,Cash
4472,8850,300,2026-06-13 12:30:48,Completed,1420.98,0,0,1420.98,Cash
4473,1573,282,2026-06-27 13:57:56,Completed,2318.48,0,0,2318.48,Cash
4474,3553,279,2026-05-09 09:11:07,Completed,2071.45,0,120,1951.45,Wallet
4475,7438,25,2026-06-14 12:18:08,Completed,2386.35,0,0,2386.35,Cash
4476,6698,250,2026-05-03 19:08:59,Completed,2540.1,0,0,2540.1,Cash
4477,5588,106,2026-06-07 13:33:37,Payment Failed,1003.24,0,0,1003.24,Wallet
4478,988,124,2026-03-03 22:35:44,Completed,837.01,0,0,837.01,Cash
4479,8541,299,2026-04-08 19:09:59,Completed,2340.54,0,0,2340.54,Card
4480,6364,111,2026-04-28 23:09:43,Completed,2407.67,0,30,2377.67,Card
4481,3604,271,2026-06-17 12:51:57,Completed,1256.95,0,0,1256.95,Cash
4482,2220,142,2026-06-03 11:54:29,Completed,2167.46,0,0,2167.46,Wallet
4483,942,273,2026-06-10 13:54:48,Completed,3414.57,0,100,3314.57,Cash
4484,5540,123,2026-03-20 12:27:38,Completed,1435.33,0,0,1435.33,Wallet
4485,694,30,2026-06-12 17:49:50,Completed,1313.41,0,0,1313.41,Wallet
4486,8399,206,2026-04-27 18:10:29,Completed,960.78,0,20,940.78,Card
4487,6182,76,2026-06-20 22:23:18,Completed,1094.75,0,0,1094.75,Cash
4488,8011,275,2026-06-20 14:15:43,Payment Failed,1427.64,0,0,1427.64,Cash
4489,9618,211,2026-06-08 10:51:49,Cancelled,1082.96,0,0,1082.96,Card
4490,1124,165,2026-01-10 19:51:06,Payment Failed,449.47,50,0,499.47,UPI
4491,1791,204,2026-05-12 22:04:44,Payment Failed,1229.3,0,50,1179.3,UPI
4492,8516,24,2026-06-26 19:50:06,Completed,2085.47,0,100,1985.47,Card
4493,7255,223,2026-05-23 12:04:57,Cancelled,1028.93,0,30,998.93,UPI
4494,1293,225,2026-04-23 12:06:06,Completed,3830.68,0,0,3830.68,Card
4495,777,45,2026-06-24 19:16:09,Cancelled,2890.06,0,0,2890.06,Cash
4496,5548,130,2026-06-17 20:33:08,Completed,1272.16,0,50,1222.16,Wallet
4497,7046,228,2026-03-31 23:35:25,Completed,3114.86,0,0,3114.86,UPI
4498,2975,153,2026-05-14 21:39:07,Completed,3016.36,0,0,3016.36,Wallet
4499,952,81,2026-06-06 21:53:30,Cancelled,4439.91,0,0,4439.91,Wallet
4500,1476,246,2026-03-22 15:45:20,Completed,1504.99,0,20,1484.99,Wallet
4501,5846,117,2026-05-14 10:05:27,Completed,806.82,0,50,756.82,Card
4502,6596,149,2026-05-09 23:21:09,Completed,1574.73,0,0,1574.73,Wallet
4503,8268,216,2026-05-15 11:52:28,Completed,1192.96,0,0,1192.96,Wallet
4504,8272,225,2026-05-03 16:08:10,Completed,1379.38,0,0,1379.38,Cash
4505,3290,46,2026-05-13 13:29:37,Completed,458.68,60,0,518.68,UPI
4506,613,139,2026-06-10 21:41:41,Completed,2098.22,0,0,2098.22,Card
4507,2203,104,2026-05-04 15:10:50,Completed,1505.03,0,0,1505.03,Cash
4508,6624,113,2026-06-07 22:14:40,Completed,206.09,40,50,196.09,UPI
4509,1765,271,2026-06-26 23:54:39,Completed,715.02,0,0,715.02,Wallet
4510,3849,39,2026-03-21 23:41:28,Cancelled,2180.62,0,50,2130.62,Card
4511,1472,34,2026-05-24 09:36:12,Completed,696.63,0,0,696.63,Cash
4512,7719,45,2026-03-21 11:59:58,Cancelled,2746.8,0,0,2746.8,Cash
4513,6294,25,2026-06-28 19:34:01,Payment Failed,3406.84,0,0,3406.84,UPI
4514,2571,115,2026-06-28 19:44:35,Completed,1902.38,0,75,1827.38,Card
4515,3970,256,2026-05-22 07:21:37,Cancelled,685.53,0,50,635.53,Card
4516,2987,120,2026-03-18 23:05:51,Cancelled,4503.48,0,0,4503.48,UPI
4517,6944,69,2026-03-25 16:42:10,Payment Failed,256.06,40,120,176.06,Card
4518,6921,238,2026-06-12 12:16:47,Completed,846.06,0,0,846.06,Card
4519,8556,101,2026-03-07 16:11:10,Completed,1445.98,0,0,1445.98,UPI
4520,186,163,2026-03-11 16:36:00,Completed,3847.69,0,0,3847.69,Wallet
4521,5756,222,2026-06-26 22:49:17,Completed,1707.89,0,0,1707.89,Card
4522,3337,70,2026-06-05 08:02:56,Completed,1465.65,0,20,1445.65,UPI
4523,3233,268,2026-05-28 10:25:53,Completed,3276.79,0,0,3276.79,UPI
4524,4854,122,2026-06-29 22:53:16,Completed,1619.33,0,0,1619.33,Wallet
4525,9039,42,2026-06-30 12:08:11,Completed,1666.56,0,100,1566.56,Cash
4526,378,180,2026-06-26 19:16:49,Completed,693.02,0,0,693.02,Wallet
4527,8498,176,2026-05-25 20:18:16,Completed,1691.05,0,0,1691.05,Cash
4528,6346,224,2026-04-21 19:43:26,Completed,1648.36,0,0,1648.36,Card
4529,9323,102,2026-06-08 22:50:08,Cancelled,3651.0,0,0,3651.0,Cash
4530,6639,255,2026-02-14 12:59:53,Completed,2759.4,0,0,2759.4,Card
4531,7614,261,2026-06-22 23:47:21,Completed,1287.62,0,0,1287.62,Cash
4532,3996,186,2026-02-15 16:06:53,Cancelled,2229.74,0,100,2129.74,Card
4533,5807,213,2026-06-05 12:40:21,Completed,408.66,60,100,368.66,Wallet
4534,3651,123,2026-04-28 23:49:17,Completed,1416.88,0,0,1416.88,Wallet
4535,6226,208,2026-04-30 10:06:34,Completed,1831.42,0,0,1831.42,Wallet
4536,4117,288,2026-04-30 16:15:38,Completed,2468.18,0,0,2468.18,Cash
4537,7228,195,2026-04-24 08:13:47,Completed,3350.07,0,0,3350.07,Cash
4538,9264,9,2026-06-08 13:51:56,Completed,1038.75,0,0,1038.75,Cash
4539,709,134,2026-03-27 20:04:01,Cancelled,2317.62,0,100,2217.62,Cash
4540,4535,115,2026-06-23 22:42:38,Completed,2343.12,0,0,2343.12,UPI
4541,6729,288,2026-06-23 08:16:07,Cancelled,2442.9,0,50,2392.9,Cash
4542,1766,168,2026-05-22 12:20:46,Payment Failed,1779.8,0,0,1779.8,Cash
4543,9680,60,2026-05-25 19:04:15,Payment Failed,1727.89,0,0,1727.89,Cash
4544,5311,172,2026-06-28 11:17:11,Completed,1619.46,0,0,1619.46,Cash
4545,550,65,2026-06-28 23:20:33,Completed,2483.06,0,120,2363.06,Wallet
4546,1337,64,2026-04-21 09:25:22,Completed,678.62,0,0,678.62,UPI
4547,4010,237,2026-06-30 22:02:13,Completed,1018.65,0,0,1018.65,UPI
4548,2053,39,2026-02-02 16:37:19,Completed,3342.91,0,120,3222.91,UPI
4549,2564,11,2026-06-27 22:13:51,Completed,2001.79,0,0,2001.79,Wallet
4550,6843,44,2026-04-15 22:13:57,Payment Failed,1004.38,0,0,1004.38,Wallet
4551,1880,32,2026-03-04 07:08:52,Completed,717.69,0,0,717.69,UPI
4552,1612,51,2026-04-15 17:06:38,Completed,772.69,0,0,772.69,Wallet
4553,1557,203,2026-04-01 18:39:11,Completed,1058.49,0,30,1028.49,Wallet
4554,613,97,2026-06-29 16:39:01,Payment Failed,1742.49,0,0,1742.49,UPI
4555,7833,42,2026-06-20 13:04:45,Completed,1095.91,0,0,1095.91,UPI
4556,3250,93,2026-06-25 22:39:42,Cancelled,1367.54,0,0,1367.54,UPI
4557,3824,294,2026-06-14 10:57:36,Completed,1098.86,0,0,1098.86,Cash
4558,3709,243,2026-06-16 22:41:32,Completed,1502.4,0,75,1427.4,UPI
4559,452,38,2026-04-08 13:35:00,Completed,2019.12,0,0,2019.12,Cash
4560,241,235,2026-06-13 15:06:44,Completed,1388.58,0,0,1388.58,Card
4561,8650,9,2026-04-06 15:02:06,Completed,1324.74,0,30,1294.74,Cash
4562,7703,257,2026-04-13 17:03:26,Completed,2118.51,0,30,2088.51,Cash
4563,9821,222,2026-04-13 09:51:01,Completed,2222.52,0,0,2222.52,Wallet
4564,462,118,2026-06-21 10:57:03,Completed,2769.98,0,0,2769.98,Card
4565,6046,164,2026-03-12 21:27:35,Completed,3260.55,0,30,3230.55,Wallet
4566,5715,229,2026-04-29 21:05:55,Completed,1079.72,0,0,1079.72,Card
4567,2981,157,2026-05-22 18:12:08,Completed,1448.64,0,50,1398.64,UPI
4568,7158,3,2026-03-28 18:40:53,Payment Failed,1653.48,0,0,1653.48,Cash
4569,7432,264,2026-06-03 23:29:37,Cancelled,906.6,0,50,856.6,Cash
4570,8431,70,2026-05-31 08:19:44,Completed,2131.6,0,0,2131.6,Wallet
4571,1524,238,2026-06-14 14:25:28,Cancelled,1195.19,0,0,1195.19,Card
4572,287,219,2026-05-28 07:52:40,Completed,1945.72,0,0,1945.72,Wallet
4573,7675,232,2026-06-14 14:07:25,Completed,2065.14,0,30,2035.14,Wallet
4574,8308,58,2026-03-26 23:02:27,Completed,1540.38,0,0,1540.38,Card
4575,1674,122,2026-05-31 16:02:27,Completed,905.99,0,0,905.99,Cash
4576,8937,174,2026-05-02 22:52:48,Completed,1666.99,0,0,1666.99,Wallet
4577,5627,29,2026-06-28 11:08:04,Completed,1375.72,0,0,1375.72,Card
4578,5259,25,2026-06-09 12:20:01,Completed,3654.97,0,0,3654.97,Cash
4579,9804,89,2026-06-29 11:53:33,Completed,1562.44,0,0,1562.44,Cash
4580,6504,77,2026-06-24 19:53:20,Cancelled,1595.63,0,0,1595.63,Cash
4581,5995,226,2026-06-13 14:46:19,Completed,2434.45,0,30,2404.45,Card
4582,974,35,2026-04-02 13:35:31,Cancelled,2265.86,0,0,2265.86,Card
4583,9415,6,2026-06-24 22:19:40,Completed,789.13,0,100,689.13,UPI
4584,9687,15,2026-06-09 13:29:00,Completed,1556.48,0,0,1556.48,UPI
4585,1609,84,2026-06-27 17:06:24,Completed,2037.43,0,75,1962.43,UPI
4586,8935,33,2026-06-29 11:08:47,Completed,1902.52,0,75,1827.52,Card
4587,8908,56,2026-06-06 23:12:50,Completed,2729.67,0,0,2729.67,Card
4588,2056,300,2026-04-15 16:38:29,Cancelled,1367.01,0,0,1367.01,UPI
4589,7660,284,2026-06-10 23:41:06,Cancelled,1272.03,0,100,1172.03,Cash
4590,9093,195,2026-06-30 11:06:32,Payment Failed,2128.38,0,120,2008.38,Wallet
4591,3701,94,2026-05-13 17:46:34,Completed,1732.02,0,0,1732.02,UPI
4592,2040,115,2026-04-18 22:18:30,Payment Failed,2323.37,0,50,2273.37,Card
4593,4685,258,2026-05-21 11:34:09,Payment Failed,1399.8,0,0,1399.8,UPI
4594,4674,259,2026-03-16 18:46:24,Cancelled,987.33,0,50,937.33,UPI
4595,4381,148,2026-06-26 16:58:09,Completed,2778.08,0,100,2678.08,Wallet
4596,3725,119,2026-06-22 21:11:51,Completed,668.33,0,50,618.33,Wallet
4597,5745,157,2026-06-22 12:15:10,Payment Failed,1349.14,0,50,1299.14,Card
4598,4835,284,2026-06-26 16:46:09,Cancelled,2697.61,0,0,2697.61,Wallet
4599,2670,119,2026-01-26 13:41:40,Cancelled,1615.08,0,0,1615.08,UPI
4600,9291,185,2026-06-09 13:42:31,Cancelled,1088.09,0,0,1088.09,Card
4601,82,82,2026-05-09 15:08:19,Cancelled,1283.73,0,0,1283.73,UPI
4602,1120,123,2026-06-23 11:41:09,Cancelled,3598.54,0,0,3598.54,UPI
4603,8782,47,2026-04-22 08:48:47,Completed,4532.0,0,0,4532.0,Card
4604,4653,234,2026-04-24 12:14:39,Completed,1081.89,0,0,1081.89,UPI
4605,5895,265,2026-06-04 10:45:54,Completed,492.83,60,30,522.83,Wallet
4606,2626,242,2026-06-29 22:30:32,Completed,1415.03,0,0,1415.03,Wallet
4607,7341,48,2026-06-12 15:28:41,Completed,1705.84,0,0,1705.84,Card
4608,9910,157,2026-04-18 10:36:25,Completed,1747.95,0,0,1747.95,Card
4609,9380,14,2026-05-29 15:14:14,Completed,1582.07,0,75,1507.07,Wallet
4610,4264,86,2026-06-03 21:01:42,Payment Failed,2295.06,0,0,2295.06,Cash
4611,9028,186,2026-02-18 10:31:29,Completed,1266.16,0,50,1216.16,Wallet
4612,7081,200,2026-06-16 18:09:48,Payment Failed,644.92,0,0,644.92,Cash
4613,2062,272,2026-04-19 19:16:00,Completed,1021.26,0,30,991.26,Cash
4614,6755,156,2026-06-23 10:51:34,Payment Failed,2021.98,0,50,1971.98,Cash
4615,6928,264,2026-04-21 07:18:45,Payment Failed,1680.48,0,0,1680.48,UPI
4616,9640,296,2026-04-18 07:35:16,Completed,653.51,0,0,653.51,Card
4617,1175,271,2026-04-02 13:59:56,Completed,3108.89,0,50,3058.89,Cash
4618,5553,231,2026-03-22 21:07:51,Completed,1768.87,0,75,1693.87,UPI
4619,429,123,2026-02-23 10:36:40,Completed,1456.99,0,0,1456.99,Cash
4620,6250,23,2026-06-21 16:07:46,Cancelled,787.15,0,30,757.15,UPI
4621,1924,200,2026-03-27 15:05:02,Payment Failed,1975.65,0,30,1945.65,Cash
4622,8827,80,2026-06-19 23:56:03,Completed,3001.8,0,0,3001.8,Cash
4623,2819,17,2026-04-26 13:55:33,Completed,633.06,0,0,633.06,Cash
4624,1644,41,2026-05-15 19:22:16,Completed,2435.85,0,0,2435.85,Cash
4625,392,30,2026-05-08 17:16:33,Completed,2857.75,0,30,2827.75,Card
4626,8630,10,2026-06-23 16:27:23,Completed,1578.73,0,50,1528.73,Card
4627,4795,182,2026-03-20 23:26:45,Completed,515.64,60,50,525.64,Cash
4628,549,31,2026-03-25 22:19:10,Payment Failed,2496.03,0,0,2496.03,Cash
4629,1778,256,2026-04-06 21:06:37,Completed,1775.94,0,100,1675.94,Wallet
4630,162,198,2026-06-15 13:47:10,Completed,671.84,0,0,671.84,Card
4631,7568,139,2026-03-18 23:07:51,Cancelled,2462.85,0,20,2442.85,UPI
4632,4380,250,2026-06-07 16:48:10,Completed,1309.6,0,30,1279.6,Card
4633,4954,37,2026-05-28 08:42:45,Completed,564.03,30,0,594.03,Card
4634,8899,183,2026-04-26 11:03:53,Completed,1684.42,0,0,1684.42,Card
4635,7703,145,2026-03-09 15:35:07,Completed,1000.76,0,0,1000.76,Wallet
4636,5989,159,2026-06-23 07:43:10,Completed,2794.06,0,30,2764.06,Cash
4637,2399,35,2026-04-18 16:23:24,Completed,1744.14,0,0,1744.14,UPI
4638,4692,296,2026-05-11 16:37:51,Cancelled,2624.91,0,100,2524.91,Wallet
4639,5633,60,2026-04-17 14:04:10,Completed,1458.07,0,50,1408.07,UPI
4640,2865,230,2026-03-20 19:37:47,Cancelled,3019.61,0,0,3019.61,UPI
4641,9054,120,2026-06-12 21:46:18,Completed,2132.78,0,0,2132.78,UPI
4642,8562,268,2026-06-28 20:33:03,Cancelled,1731.16,0,0,1731.16,Card
4643,672,182,2026-04-16 17:37:22,Payment Failed,822.81,0,30,792.81,Card
4644,8231,94,2026-06-28 14:20:23,Completed,5155.71,0,0,5155.71,Card
4645,6164,40,2026-06-26 07:01:57,Completed,350.69,50,0,400.69,UPI
4646,7966,61,2026-06-10 22:21:45,Cancelled,2978.07,0,0,2978.07,Wallet
4647,4181,87,2026-06-17 16:48:45,Completed,981.3,0,0,981.3,Card
4648,1715,263,2026-01-14 14:18:19,Completed,2442.84,0,75,2367.84,Cash
4649,6656,293,2026-03-07 14:05:46,Completed,2165.4,0,0,2165.4,UPI
4650,6533,20,2026-01-29 17:02:03,Completed,1206.33,0,100,1106.33,Wallet
4651,7427,12,2026-05-31 18:52:02,Cancelled,4176.32,0,0,4176.32,Cash
4652,9903,83,2026-06-30 19:19:18,Completed,2107.54,0,0,2107.54,Card
4653,5735,42,2026-06-19 10:31:20,Payment Failed,388.08,60,0,448.08,Card
4654,3410,237,2026-03-02 16:49:57,Completed,2131.18,0,0,2131.18,Wallet
4655,9358,98,2026-06-25 14:39:39,Payment Failed,3199.68,0,0,3199.68,UPI
4656,1922,119,2026-04-14 21:15:35,Cancelled,1703.52,0,30,1673.52,Cash
4657,9258,34,2026-05-28 23:24:36,Completed,83.31,60,0,143.31,Cash
4658,1618,198,2026-04-13 11:52:52,Completed,3065.71,0,50,3015.71,Card
4659,6257,286,2026-01-15 16:16:15,Payment Failed,2181.04,0,75,2106.04,Cash
4660,5818,288,2026-06-28 07:03:06,Completed,1772.4,0,0,1772.4,Cash
4661,9852,171,2026-05-10 07:52:33,Cancelled,1794.04,0,0,1794.04,Wallet
4662,4962,279,2026-01-24 14:41:22,Completed,1155.91,0,0,1155.91,Cash
4663,3487,200,2026-06-10 17:50:11,Completed,2750.58,0,0,2750.58,Cash
4664,594,111,2026-06-30 07:08:00,Completed,1245.0,0,100,1145.0,Cash
4665,1803,203,2026-04-27 16:18:18,Completed,2603.28,0,0,2603.28,UPI
4666,6742,42,2026-06-22 23:03:18,Completed,1235.64,0,0,1235.64,Card
4667,4237,117,2026-05-10 17:45:17,Completed,2528.74,0,0,2528.74,Card
4668,1741,199,2026-06-21 09:30:47,Completed,461.84,40,0,501.84,UPI
4669,6635,199,2026-06-09 11:21:40,Completed,3248.56,0,0,3248.56,UPI
4670,308,121,2026-06-29 21:31:37,Completed,2884.06,0,0,2884.06,UPI
4671,7768,190,2026-05-29 15:38:44,Completed,1316.74,0,0,1316.74,UPI
4672,5039,85,2026-06-13 21:15:27,Completed,2597.4,0,50,2547.4,UPI
4673,4839,129,2026-06-17 19:23:37,Completed,251.27,20,30,241.27,Wallet
4674,1624,299,2026-06-18 22:13:02,Completed,1486.65,0,0,1486.65,Wallet
4675,2752,234,2026-04-23 18:06:21,Completed,2717.01,0,20,2697.01,UPI
4676,1317,91,2026-04-29 14:03:35,Completed,674.38,0,50,624.38,Wallet
4677,6985,269,2026-06-15 19:38:41,Completed,198.94,30,20,208.94,UPI
4678,5559,285,2026-04-05 17:21:38,Completed,2071.68,0,120,1951.68,Card
4679,5846,40,2026-05-15 21:26:44,Completed,2577.91,0,0,2577.91,UPI
4680,5831,159,2026-06-28 23:18:46,Cancelled,2220.72,0,75,2145.72,Wallet
4681,5777,85,2026-05-25 19:51:54,Completed,1100.08,0,0,1100.08,UPI
4682,8800,297,2026-05-18 23:49:12,Cancelled,1900.07,0,30,1870.07,Card
4683,9617,115,2026-06-07 18:41:36,Cancelled,1701.75,0,0,1701.75,Card
4684,2217,135,2026-05-20 23:58:47,Completed,1671.73,0,30,1641.73,Cash
4685,6349,48,2026-04-16 08:28:09,Completed,3353.79,0,50,3303.79,Card
4686,9654,190,2026-05-30 21:03:13,Completed,1854.05,0,0,1854.05,Wallet
4687,1153,122,2026-06-27 13:00:42,Payment Failed,2044.74,0,0,2044.74,UPI
4688,4177,162,2026-04-08 17:38:03,Payment Failed,1828.81,0,0,1828.81,UPI
4689,7999,248,2026-06-19 23:10:25,Completed,2347.01,0,0,2347.01,Cash
4690,7581,64,2026-06-02 22:16:29,Cancelled,1600.16,0,50,1550.16,Wallet
4691,8373,259,2026-06-23 07:10:00,Cancelled,1528.32,0,0,1528.32,Card
4692,5892,263,2026-04-02 17:36:41,Completed,1585.98,0,0,1585.98,Wallet
4693,548,154,2026-04-16 12:00:30,Completed,2888.35,0,0,2888.35,UPI
4694,5440,65,2026-06-30 13:09:24,Completed,920.47,0,20,900.47,Wallet
4695,1281,131,2026-03-27 15:33:05,Cancelled,1148.18,0,0,1148.18,Wallet
4696,6538,202,2026-05-24 21:58:44,Completed,2189.32,0,0,2189.32,Cash
4697,9373,296,2026-06-07 21:46:46,Completed,1131.92,0,0,1131.92,Wallet
4698,5354,208,2026-06-27 20:21:40,Cancelled,786.93,0,0,786.93,Cash
4699,8723,15,2026-06-24 07:16:27,Payment Failed,1211.65,0,0,1211.65,Card
4700,3449,231,2026-05-04 09:42:34,Completed,2105.59,0,0,2105.59,UPI
