user_id,signup_date,city,age_group,device_type,acquisition_channel
1343,2026-06-19,Visakhapatnam,45+,Android,YouTube
1344,2026-04-09,Delhi,35-44,iOS,Google Ads
1345,2026-03-15,Delhi,25-34,Android,Organic
1346,2026-06-15,Hyderabad,25-34,iOS,Referral
1347,2026-06-18,Chennai,25-34,Android,Push Notification
1348,2026-04-17,Delhi,45+,iOS,Push Notification
1349,2026-06-04,Chennai,25-34,Android,Referral
1350,2026-05-22,Delhi,45+,Android,Google Ads
1351,2026-02-17,Chennai,18-24,Android,Push Notification
1352,2026-03-02,Mumbai,35-44,Android,YouTube
1353,2026-05-28,Bengaluru,18-24,iOS,YouTube
1354,2026-05-04,Mumbai,35-44,Android,Referral
1355,2026-06-26,Hyderabad,25-34,iOS,YouTube
1356,2026-03-13,Chennai,18-24,Android,YouTube
1357,2026-01-23,Visakhapatnam,45+,Android,Push Notification
1358,2026-06-21,Hyderabad,35-44,Android,Instagram
1359,2026-05-17,Delhi,18-24,Android,YouTube
1360,2026-05-01,Pune,35-44,Android,Instagram
1361,2026-03-16,Visakhapatnam,18-24,Android,YouTube
1362,2026-03-19,Mumbai,35-44,Android,Referral
1363,2026-05-29,Visakhapatnam,18-24,Android,Instagram
1364,2026-06-09,Hyderabad,35-44,Android,Google Ads
1365,2026-05-10,Hyderabad,35-44,Android,YouTube
1366,2026-03-13,Bengaluru,35-44,Android,Organic
1367,2026-06-04,Visakhapatnam,25-34,Android,Instagram
1368,2026-02-14,Bengaluru,25-34,Android,YouTube
1369,2026-01-09,Bengaluru,18-24,iOS,YouTube
1370,2026-02-09,Delhi,45+,iOS,Referral
1371,2026-04-09,Visakhapatnam,45+,iOS,Google Ads
1372,2026-02-23,Pune,35-44,Android,Instagram
1373,2026-01-30,Hyderabad,25-34,Android,Referral
1374,2026-03-19,Chennai,25-34,Android,Push Notification
1375,2026-04-10,Chennai,35-44,Android,Referral
1376,2026-01-04,Bengaluru,45+,Android,Instagram
1377,2026-05-16,Mumbai,18-24,Android,YouTube
1378,2026-06-13,Bengaluru,45+,Android,Push Notification
1379,2026-03-11,Bengaluru,35-44,Android,Organic
1380,2026-03-07,Mumbai,45+,Android,Push Notification
1381,2026-03-03,Mumbai,25-34,Android,Push Notification
1382,2026-06-26,Visakhapatnam,35-44,Android,Push Notification
1383,2026-01-03,Delhi,18-24,Android,Organic
1384,2026-05-15,Hyderabad,45+,Android,Push Notification
1385,2026-03-14,Bengaluru,25-34,Android,YouTube
1386,2026-01-24,Hyderabad,25-34,iOS,Push Notification
1387,2026-02-01,Mumbai,18-24,Android,YouTube
1388,2026-02-03,Chennai,25-34,iOS,Push Notification
1389,2026-02-17,Bengaluru,35-44,Android,Organic
1390,2026-06-13,Chennai,35-44,iOS,Push Notification
1391,2026-06-20,Delhi,35-44,Android,Organic
1392,2026-03-12,Delhi,18-24,Android,Instagram
1393,2026-01-16,Bengaluru,35-44,Android,Organic
1394,2026-05-06,Visakhapatnam,45+,Android,Referral
1395,2026-01-28,Visakhapatnam,45+,Android,Push Notification
1396,2026-01-28,Chennai,35-44,Android,Organic
1397,2026-01-19,Pune,35-44,iOS,Organic
1398,2026-05-08,Visakhapatnam,18-24,iOS,Push Notification
1399,2026-04-10,Bengaluru,25-34,iOS,Referral
1400,2026-05-28,Hyderabad,45+,Android,Referral
1401,2026-01-18,Pune,25-34,Android,Push Notification
1402,2026-05-04,Hyderabad,35-44,Android,Instagram
1403,2026-04-13,Hyderabad,18-24,Android,Instagram
1404,2026-01-21,Delhi,45+,iOS,Instagram
1405,2026-06-15,Visakhapatnam,25-34,Android,Referral
1406,2026-06-19,Visakhapatnam,35-44,Android,Organic
1407,2026-06-11,Mumbai,35-44,Android,Push Notification
1408,2026-04-23,Mumbai,25-34,Android,Google Ads
1409,2026-01-07,Mumbai,25-34,Android,Organic
1410,2026-05-19,Mumbai,35-44,Android,Referral
1411,2026-01-05,Hyderabad,35-44,Android,Push Notification
1412,2026-01-11,Chennai,18-24,Android,Push Notification
1413,2026-06-20,Pune,45+,iOS,YouTube
1414,2026-02-08,Mumbai,25-34,iOS,Organic
1415,2026-02-06,Chennai,18-24,Android,YouTube
1416,2026-01-12,Visakhapatnam,25-34,Android,Push Notification
1417,2026-01-13,Bengaluru,18-24,Android,Google Ads
1418,2026-06-01,Hyderabad,18-24,Android,YouTube
1419,2026-06-07,Visakhapatnam,18-24,iOS,Referral
1420,2026-03-28,Delhi,45+,Android,Push Notification
1421,2026-05-28,Pune,25-34,Android,Google Ads
1422,2026-01-12,Pune,25-34,Android,Organic
1423,2026-03-12,Visakhapatnam,45+,Android,Instagram
1424,2026-05-22,Visakhapatnam,45+,Android,YouTube
1425,2026-01-11,Visakhapatnam,18-24,iOS,Push Notification
1426,2026-06-06,Chennai,25-34,Android,Referral
1427,2026-01-21,Hyderabad,18-24,Android,Organic
1428,2026-06-30,Mumbai,35-44,Android,Referral
1429,2026-06-27,Visakhapatnam,25-34,Android,Instagram
1430,2026-05-14,Chennai,45+,Android,Google Ads
1431,2026-06-06,Mumbai,18-24,Android,Push Notification
1432,2026-05-08,Pune,18-24,Android,Instagram
1433,2026-03-31,Chennai,18-24,Android,Google Ads
1434,2026-01-31,Pune,18-24,Android,YouTube
1435,2026-05-10,Visakhapatnam,45+,iOS,Push Notification
1436,2026-02-23,Bengaluru,18-24,Android,Google Ads
1437,2026-06-25,Delhi,45+,Android,Google Ads
1438,2026-06-21,Hyderabad,18-24,Android,Instagram
1439,2026-02-23,Chennai,35-44,Android,Referral
1440,2026-01-12,Hyderabad,18-24,iOS,Google Ads
1441,2026-02-10,Delhi,18-24,Android,Organic
1442,2026-01-19,Visakhapatnam,45+,Android,Instagram
1443,2026-04-18,Visakhapatnam,35-44,Android,Organic
1444,2026-03-25,Visakhapatnam,18-24,Android,Referral
1445,2026-02-21,Chennai,25-34,Android,YouTube
1446,2026-05-05,Hyderabad,45+,Android,YouTube
1447,2026-04-27,Visakhapatnam,45+,Android,Referral
1448,2026-02-19,Mumbai,35-44,iOS,Google Ads
1449,2026-03-27,Visakhapatnam,18-24,Android,Organic
1450,2026-03-13,Visakhapatnam,18-24,iOS,Referral
1451,2026-04-18,Visakhapatnam,35-44,Android,Instagram
1452,2026-06-04,Visakhapatnam,25-34,Android,YouTube
1453,2026-02-28,Hyderabad,45+,iOS,Referral
1454,2026-02-25,Pune,45+,iOS,Instagram
1455,2026-01-04,Mumbai,45+,iOS,Google Ads
1456,2026-03-05,Bengaluru,45+,Android,YouTube
1457,2026-02-08,Pune,18-24,Android,Organic
1458,2026-01-11,Chennai,18-24,Android,Referral
1459,2026-05-03,Delhi,18-24,Android,Google Ads
1460,2026-01-22,Pune,18-24,Android,Referral
1461,2026-02-25,Visakhapatnam,35-44,Android,Push Notification
1462,2026-01-24,Hyderabad,45+,Android,Google Ads
1463,2026-06-30,Chennai,18-24,iOS,Referral
1464,2026-02-05,Delhi,45+,Android,Instagram
1465,2026-06-10,Chennai,18-24,iOS,Organic
1466,2026-04-09,Mumbai,35-44,Android,Instagram
1467,2026-04-20,Delhi,35-44,Android,YouTube
1468,2026-05-19,Pune,25-34,iOS,Organic
1469,2026-06-08,Bengaluru,18-24,Android,Push Notification
1470,2026-04-04,Hyderabad,18-24,Android,Referral
1471,2026-06-08,Hyderabad,35-44,Android,Push Notification
1472,2026-05-24,Mumbai,18-24,Android,Google Ads
1473,2026-02-05,Bengaluru,25-34,Android,Push Notification
1474,2026-05-03,Mumbai,25-34,iOS,Google Ads
1475,2026-03-24,Bengaluru,35-44,Android,Referral
1476,2026-03-12,Hyderabad,18-24,Android,Referral
1477,2026-05-05,Pune,18-24,Android,YouTube
1478,2026-06-23,Delhi,35-44,Android,Instagram
1479,2026-06-22,Mumbai,18-24,Android,Referral
1480,2026-01-23,Hyderabad,45+,iOS,Instagram
1481,2026-01-20,Hyderabad,25-34,Android,Push Notification
1482,2026-02-07,Chennai,25-34,iOS,YouTube
1483,2026-06-10,Hyderabad,35-44,Android,Push Notification
1484,2026-05-19,Visakhapatnam,45+,Android,Referral
1485,2026-06-15,Hyderabad,35-44,Android,Organic
1486,2026-03-01,Delhi,35-44,Android,Instagram
1487,2026-06-17,Mumbai,35-44,Android,Push Notification
1488,2026-06-28,Pune,45+,Android,YouTube
1489,2026-02-03,Delhi,35-44,Android,Instagram
1490,2026-02-28,Chennai,35-44,iOS,Organic
1491,2026-02-07,Bengaluru,35-44,Android,Google Ads
1492,2026-06-08,Visakhapatnam,35-44,Android,Google Ads
1493,2026-06-27,Mumbai,25-34,Android,Organic
1494,2026-01-11,Bengaluru,25-34,Android,Instagram
1495,2026-02-17,Visakhapatnam,18-24,Android,Instagram
1496,2026-02-07,Bengaluru,45+,Android,Google Ads
1497,2026-05-17,Bengaluru,18-24,iOS,Referral
1498,2026-05-08,Delhi,25-34,iOS,Instagram
1499,2026-02-09,Hyderabad,35-44,Android,Instagram
1500,2026-05-02,Bengaluru,25-34,iOS,Push Notification
1501,2026-04-24,Bengaluru,18-24,iOS,Organic
1502,2026-02-05,Mumbai,18-24,Android,Referral
1503,2026-06-08,Delhi,25-34,Android,Organic
1504,2026-03-25,Hyderabad,25-34,Android,Google Ads
1505,2026-03-13,Visakhapatnam,18-24,Android,Referral
1506,2026-06-23,Mumbai,18-24,iOS,Referral
1507,2026-02-19,Chennai,35-44,Android,YouTube
1508,2026-01-15,Mumbai,35-44,Android,Push Notification
1509,2026-04-20,Bengaluru,45+,Android,Instagram
1510,2026-03-30,Bengaluru,35-44,iOS,YouTube
1511,2026-01-23,Visakhapatnam,45+,iOS,Referral
1512,2026-04-24,Bengaluru,25-34,iOS,Referral
1513,2026-04-17,Visakhapatnam,18-24,Android,Instagram
1514,2026-05-02,Delhi,35-44,Android,YouTube
1515,2026-04-07,Hyderabad,18-24,Android,Instagram
1516,2026-04-17,Visakhapatnam,45+,iOS,Google Ads
1517,2026-02-21,Visakhapatnam,45+,Android,Referral
1518,2026-01-11,Delhi,35-44,iOS,Instagram
1519,2026-05-07,Pune,45+,Android,Organic
1520,2026-02-09,Bengaluru,35-44,iOS,Push Notification
1521,2026-05-01,Hyderabad,35-44,Android,Referral
1522,2026-06-26,Mumbai,25-34,Android,Instagram
1523,2026-05-07,Hyderabad,35-44,Android,YouTube
1524,2026-04-22,Delhi,35-44,Android,Referral
1525,2026-06-27,Delhi,18-24,Android,Push Notification
1526,2026-05-28,Hyderabad,35-44,Android,Organic
1527,2026-02-07,Bengaluru,45+,iOS,Google Ads
1528,2026-04-02,Visakhapatnam,18-24,Android,Referral
1529,2026-06-12,Bengaluru,18-24,Android,YouTube
1530,2026-06-13,Hyderabad,25-34,iOS,Google Ads
1531,2026-01-25,Pune,25-34,Android,Instagram
1532,2026-06-25,Delhi,35-44,Android,Push Notification
1533,2026-06-26,Bengaluru,18-24,Android,Instagram
1534,2026-02-06,Hyderabad,25-34,Android,Instagram
1535,2026-05-05,Chennai,35-44,iOS,Google Ads
1536,2026-01-27,Visakhapatnam,25-34,Android,Google Ads
1537,2026-05-24,Pune,18-24,Android,Organic
1538,2026-01-30,Delhi,25-34,iOS,Referral
1539,2026-03-31,Bengaluru,35-44,Android,Referral
1540,2026-06-02,Pune,35-44,Android,Instagram
1541,2026-01-08,Mumbai,18-24,Android,Push Notification
1542,2026-02-06,Mumbai,25-34,Android,Google Ads
1543,2026-02-03,Hyderabad,45+,Android,Organic
1544,2026-01-20,Hyderabad,45+,iOS,Organic
1545,2026-02-20,Hyderabad,18-24,iOS,YouTube
1546,2026-06-01,Hyderabad,45+,Android,Instagram
1547,2026-01-12,Hyderabad,35-44,Android,Organic
1548,2026-02-01,Pune,25-34,Android,Google Ads
1549,2026-02-17,Mumbai,35-44,Android,Google Ads
1550,2026-03-13,Pune,35-44,Android,YouTube
1551,2026-06-06,Visakhapatnam,18-24,Android,YouTube
1552,2026-01-04,Pune,25-34,iOS,Instagram
1553,2026-02-13,Delhi,18-24,iOS,Organic
1554,2026-02-24,Pune,45+,Android,YouTube
1555,2026-02-17,Chennai,18-24,Android,Instagram
1556,2026-04-08,Chennai,25-34,Android,Referral
1557,2026-01-29,Delhi,35-44,Android,Organic
1558,2026-05-14,Visakhapatnam,45+,iOS,Push Notification
1559,2026-03-15,Pune,18-24,Android,Referral
1560,2026-01-30,Chennai,35-44,Android,Push Notification
1561,2026-03-21,Mumbai,45+,Android,Referral
1562,2026-03-16,Delhi,45+,Android,Organic
1563,2026-05-02,Mumbai,35-44,Android,Push Notification
1564,2026-05-06,Mumbai,18-24,Android,YouTube
1565,2026-06-18,Mumbai,18-24,Android,Referral
1566,2026-04-13,Mumbai,18-24,iOS,Google Ads
1567,2026-01-17,Bengaluru,25-34,Android,YouTube
1568,2026-04-14,Hyderabad,25-34,iOS,Push Notification
1569,2026-05-08,Bengaluru,35-44,iOS,Push Notification
1570,2026-04-13,Bengaluru,45+,Android,Referral
1571,2026-05-05,Pune,35-44,Android,Referral
1572,2026-01-28,Hyderabad,35-44,Android,Google Ads
1573,2026-06-10,Visakhapatnam,18-24,Android,Organic
1574,2026-01-18,Chennai,18-24,iOS,Referral
1575,2026-06-04,Mumbai,35-44,Android,YouTube
1576,2026-06-09,Hyderabad,18-24,Android,YouTube
1577,2026-05-07,Delhi,45+,Android,Push Notification
1578,2026-05-08,Chennai,35-44,Android,YouTube
1579,2026-05-20,Hyderabad,18-24,iOS,Organic
1580,2026-04-09,Chennai,35-44,iOS,Referral
1581,2026-04-28,Hyderabad,18-24,Android,Push Notification
1582,2026-03-19,Mumbai,25-34,Android,Google Ads
1583,2026-03-21,Mumbai,45+,Android,Organic
1584,2026-05-26,Mumbai,45+,Android,Push Notification
1585,2026-05-19,Pune,45+,Android,Google Ads
1586,2026-05-10,Hyderabad,45+,Android,YouTube
1587,2026-04-07,Pune,35-44,iOS,Instagram
1588,2026-03-24,Hyderabad,18-24,Android,Google Ads
1589,2026-04-04,Bengaluru,18-24,iOS,Push Notification
1590,2026-03-29,Chennai,18-24,Android,Instagram
1591,2026-04-16,Bengaluru,18-24,Android,Google Ads
1592,2026-03-02,Mumbai,35-44,Android,Push Notification
1593,2026-01-17,Delhi,35-44,Android,Google Ads
1594,2026-01-06,Pune,35-44,Android,Push Notification
1595,2026-04-19,Pune,45+,Android,Push Notification
1596,2026-05-01,Pune,18-24,iOS,Referral
1597,2026-05-27,Chennai,35-44,Android,Referral
1598,2026-01-26,Mumbai,25-34,Android,YouTube
1599,2026-06-20,Bengaluru,25-34,Android,Instagram
1600,2026-04-22,Visakhapatnam,45+,Android,Organic
1601,2026-05-18,Visakhapatnam,35-44,Android,Instagram
1602,2026-05-27,Chennai,25-34,Android,Organic
1603,2026-05-29,Hyderabad,35-44,Android,YouTube
1604,2026-05-16,Chennai,45+,Android,Organic
1605,2026-06-16,Delhi,35-44,Android,Instagram
1606,2026-04-21,Mumbai,35-44,Android,Referral
1607,2026-03-06,Pune,45+,Android,YouTube
1608,2026-02-16,Hyderabad,25-34,Android,Google Ads
1609,2026-06-19,Delhi,45+,Android,Push Notification
1610,2026-05-17,Delhi,45+,iOS,Push Notification
1611,2026-06-10,Hyderabad,25-34,Android,Google Ads
1612,2026-03-03,Visakhapatnam,35-44,iOS,Referral
1613,2026-03-23,Delhi,18-24,Android,Referral
1614,2026-03-10,Delhi,35-44,Android,Instagram
1615,2026-06-25,Pune,25-34,Android,Organic
1616,2026-02-08,Visakhapatnam,18-24,Android,Instagram
1617,2026-04-29,Chennai,45+,Android,Organic
1618,2026-02-21,Visakhapatnam,35-44,Android,Instagram
1619,2026-03-13,Mumbai,25-34,Android,Organic
1620,2026-05-05,Delhi,18-24,Android,Organic
1621,2026-03-22,Pune,35-44,iOS,Referral
1622,2026-04-04,Mumbai,18-24,Android,Push Notification
1623,2026-02-05,Visakhapatnam,18-24,Android,YouTube
1624,2026-01-31,Pune,35-44,Android,Organic
1625,2026-03-02,Pune,18-24,iOS,Instagram
1626,2026-03-26,Delhi,45+,iOS,Push Notification
1627,2026-03-02,Chennai,25-34,Android,Google Ads
1628,2026-02-24,Bengaluru,45+,Android,YouTube
1629,2026-01-15,Chennai,35-44,Android,Organic
1630,2026-03-23,Pune,45+,Android,Google Ads
1631,2026-03-13,Delhi,25-34,Android,Push Notification
1632,2026-04-05,Delhi,35-44,Android,YouTube
1633,2026-01-09,Delhi,18-24,Android,Push Notification
1634,2026-03-03,Bengaluru,45+,Android,Push Notification
1635,2026-04-03,Delhi,18-24,Android,Google Ads
1636,2026-04-24,Chennai,18-24,iOS,Referral
1637,2026-03-07,Bengaluru,18-24,iOS,Google Ads
1638,2026-03-18,Visakhapatnam,25-34,iOS,Push Notification
1639,2026-03-23,Delhi,45+,iOS,Instagram
1640,2026-01-21,Delhi,45+,Android,Referral
1641,2026-03-27,Mumbai,45+,iOS,Organic
1642,2026-02-11,Mumbai,35-44,Android,Instagram
1643,2026-04-18,Pune,35-44,Android,Organic
1644,2026-01-14,Mumbai,25-34,Android,Push Notification
1645,2026-02-04,Hyderabad,45+,Android,Instagram
1646,2026-03-22,Pune,18-24,Android,Google Ads
1647,2026-05-13,Mumbai,25-34,iOS,Push Notification
1648,2026-04-16,Delhi,35-44,Android,Push Notification
1649,2026-02-04,Bengaluru,25-34,Android,Instagram
1650,2026-03-14,Visakhapatnam,18-24,Android,Google Ads
1651,2026-04-11,Chennai,25-34,Android,Organic
1652,2026-05-23,Mumbai,25-34,iOS,Referral
1653,2026-02-20,Bengaluru,25-34,Android,YouTube
1654,2026-04-20,Pune,35-44,Android,Instagram
1655,2026-02-13,Pune,18-24,Android,YouTube
1656,2026-04-22,Delhi,45+,iOS,Referral
1657,2026-01-31,Visakhapatnam,25-34,Android,Instagram
1658,2026-03-15,Mumbai,45+,Android,Referral
1659,2026-02-22,Pune,25-34,iOS,Instagram
1660,2026-06-23,Visakhapatnam,45+,Android,Google Ads
1661,2026-01-08,Bengaluru,35-44,Android,Referral
1662,2026-03-05,Bengaluru,45+,Android,Referral
1663,2026-02-04,Delhi,35-44,iOS,Referral
1664,2026-06-25,Visakhapatnam,45+,iOS,Push Notification
1665,2026-06-02,Bengaluru,18-24,Android,Organic
1666,2026-01-14,Bengaluru,25-34,Android,Instagram
1667,2026-06-05,Mumbai,18-24,Android,YouTube
1668,2026-06-08,Chennai,35-44,iOS,Push Notification
1669,2026-04-05,Visakhapatnam,18-24,Android,Instagram
1670,2026-02-13,Pune,45+,iOS,Referral
1671,2026-02-03,Hyderabad,35-44,iOS,Referral
1672,2026-02-06,Bengaluru,18-24,Android,Google Ads
1673,2026-05-08,Delhi,35-44,iOS,Referral
1674,2026-03-14,Bengaluru,35-44,Android,Referral
1675,2026-02-12,Bengaluru,45+,iOS,Google Ads
1676,2026-05-23,Delhi,45+,Android,Google Ads
1677,2026-01-14,Visakhapatnam,25-34,Android,Instagram
1678,2026-02-11,Mumbai,45+,Android,Referral
1679,2026-01-11,Chennai,35-44,iOS,YouTube
1680,2026-05-05,Chennai,45+,Android,Push Notification
1681,2026-02-07,Hyderabad,35-44,Android,Instagram
1682,2026-02-16,Delhi,25-34,iOS,Instagram
1683,2026-05-25,Mumbai,25-34,Android,Organic
1684,2026-05-15,Delhi,25-34,Android,Organic
1685,2026-03-05,Delhi,45+,Android,Instagram
1686,2026-01-07,Bengaluru,18-24,Android,YouTube
1687,2026-01-28,Delhi,35-44,Android,Organic
1688,2026-04-28,Delhi,45+,Android,Instagram
1689,2026-06-02,Mumbai,18-24,Android,Organic
1690,2026-06-17,Pune,45+,Android,Push Notification
1691,2026-05-26,Visakhapatnam,25-34,iOS,Push Notification
1692,2026-03-14,Bengaluru,18-24,iOS,YouTube
1693,2026-06-04,Chennai,18-24,Android,Google Ads
1694,2026-03-03,Delhi,45+,Android,Google Ads
1695,2026-02-11,Chennai,45+,Android,Push Notification
1696,2026-02-09,Hyderabad,35-44,Android,Referral
1697,2026-03-21,Mumbai,25-34,Android,Organic
1698,2026-04-05,Pune,25-34,Android,Referral
1699,2026-05-02,Bengaluru,45+,Android,Referral
1700,2026-04-05,Pune,25-34,Android,Referral
1701,2026-01-24,Hyderabad,35-44,iOS,Push Notification
1702,2026-02-27,Mumbai,25-34,iOS,YouTube
1703,2026-06-11,Mumbai,18-24,Android,Referral
1704,2026-01-21,Delhi,45+,Android,Google Ads
1705,2026-06-25,Bengaluru,25-34,Android,Instagram
1706,2026-05-26,Hyderabad,18-24,iOS,YouTube
1707,2026-01-28,Pune,45+,Android,Referral
1708,2026-06-19,Mumbai,35-44,Android,YouTube
1709,2026-01-21,Delhi,18-24,Android,Push Notification
1710,2026-04-29,Visakhapatnam,25-34,iOS,Organic
1711,2026-01-22,Chennai,35-44,Android,Push Notification
1712,2026-04-27,Delhi,45+,Android,Instagram
1713,2026-03-29,Delhi,25-34,Android,Organic
1714,2026-06-04,Bengaluru,18-24,Android,Organic
1715,2026-01-02,Chennai,18-24,Android,Push Notification
1716,2026-05-03,Chennai,45+,iOS,Push Notification
1717,2026-06-04,Mumbai,45+,Android,YouTube
1718,2026-04-03,Mumbai,45+,iOS,Organic
1719,2026-02-02,Visakhapatnam,18-24,Android,Organic
1720,2026-06-28,Visakhapatnam,18-24,Android,Push Notification
1721,2026-02-07,Mumbai,25-34,Android,Push Notification
1722,2026-05-18,Visakhapatnam,18-24,Android,Referral
1723,2026-02-07,Chennai,45+,Android,Google Ads
1724,2026-02-09,Mumbai,45+,iOS,Referral
1725,2026-01-06,Delhi,45+,Android,Google Ads
1726,2026-03-17,Pune,45+,Android,Organic
1727,2026-01-27,Mumbai,45+,iOS,Referral
1728,2026-05-29,Pune,35-44,Android,Referral
1729,2026-05-05,Pune,45+,Android,Organic
1730,2026-05-16,Hyderabad,45+,Android,YouTube
1731,2026-01-17,Bengaluru,45+,iOS,Organic
1732,2026-05-07,Pune,35-44,Android,Referral
1733,2026-01-06,Visakhapatnam,35-44,iOS,Referral
1734,2026-03-30,Chennai,25-34,Android,YouTube
1735,2026-06-25,Bengaluru,45+,Android,Instagram
1736,2026-04-10,Chennai,35-44,iOS,Google Ads
1737,2026-06-09,Visakhapatnam,35-44,Android,Organic
1738,2026-06-20,Chennai,25-34,Android,Google Ads
1739,2026-06-05,Chennai,18-24,iOS,Referral
1740,2026-03-19,Visakhapatnam,25-34,Android,Organic
1741,2026-04-02,Bengaluru,35-44,Android,Google Ads
1742,2026-05-09,Hyderabad,18-24,Android,Organic
1743,2026-06-08,Visakhapatnam,18-24,Android,Referral
1744,2026-03-08,Bengaluru,35-44,iOS,YouTube
1745,2026-03-10,Visakhapatnam,18-24,iOS,Referral
1746,2026-04-28,Delhi,18-24,iOS,YouTube
1747,2026-06-06,Delhi,18-24,iOS,Organic
1748,2026-05-10,Hyderabad,25-34,Android,Google Ads
1749,2026-04-03,Visakhapatnam,35-44,iOS,YouTube
1750,2026-05-08,Mumbai,18-24,Android,Instagram
1751,2026-03-27,Delhi,25-34,Android,Google Ads
1752,2026-04-23,Chennai,18-24,Android,Referral
1753,2026-03-29,Bengaluru,25-34,Android,Instagram
1754,2026-04-17,Bengaluru,25-34,Android,YouTube
1755,2026-04-18,Delhi,25-34,Android,Referral
1756,2026-04-16,Chennai,45+,iOS,YouTube
1757,2026-06-24,Bengaluru,18-24,Android,Organic
1758,2026-05-13,Hyderabad,18-24,Android,Referral
1759,2026-02-12,Chennai,18-24,Android,Organic
1760,2026-06-19,Mumbai,25-34,iOS,Organic
1761,2026-06-11,Mumbai,35-44,Android,Push Notification
1762,2026-06-29,Pune,35-44,iOS,Instagram
1763,2026-03-30,Hyderabad,35-44,iOS,YouTube
1764,2026-02-07,Mumbai,45+,Android,Google Ads
1765,2026-05-20,Pune,45+,Android,Push Notification
1766,2026-04-14,Delhi,25-34,iOS,Organic
1767,2026-01-10,Pune,35-44,Android,Push Notification
1768,2026-02-02,Pune,35-44,Android,YouTube
1769,2026-05-22,Bengaluru,35-44,iOS,Google Ads
1770,2026-01-06,Hyderabad,35-44,Android,Instagram
1771,2026-04-19,Pune,18-24,iOS,Instagram
1772,2026-03-08,Mumbai,35-44,Android,Push Notification
1773,2026-02-01,Chennai,35-44,Android,Organic
1774,2026-04-27,Bengaluru,25-34,iOS,YouTube
1775,2026-05-25,Mumbai,25-34,Android,Instagram
1776,2026-06-20,Delhi,25-34,iOS,YouTube
1777,2026-03-05,Hyderabad,35-44,Android,Google Ads
1778,2026-04-03,Chennai,18-24,Android,Referral
1779,2026-04-16,Hyderabad,18-24,Android,Google Ads
1780,2026-05-02,Visakhapatnam,45+,Android,Push Notification
1781,2026-05-15,Chennai,45+,iOS,YouTube
1782,2026-05-08,Mumbai,45+,iOS,Push Notification
1783,2026-05-06,Mumbai,45+,iOS,Google Ads
1784,2026-05-10,Visakhapatnam,45+,iOS,Google Ads
1785,2026-06-30,Pune,18-24,Android,Referral
1786,2026-05-02,Hyderabad,25-34,iOS,Instagram
1787,2026-01-31,Pune,45+,Android,Instagram
1788,2026-05-27,Bengaluru,18-24,Android,Organic
1789,2026-04-06,Bengaluru,35-44,Android,Referral
1790,2026-01-08,Delhi,25-34,Android,YouTube
1791,2026-04-18,Hyderabad,35-44,iOS,Google Ads
1792,2026-02-16,Delhi,45+,Android,YouTube
1793,2026-03-31,Hyderabad,18-24,Android,YouTube
1794,2026-03-21,Pune,45+,iOS,Referral
1795,2026-05-02,Delhi,25-34,iOS,YouTube
1796,2026-06-12,Chennai,45+,Android,Google Ads
1797,2026-03-25,Hyderabad,45+,Android,Referral
1798,2026-03-28,Pune,18-24,iOS,Referral
1799,2026-03-13,Mumbai,18-24,iOS,Push Notification
1800,2026-01-07,Pune,35-44,Android,Organic
1801,2026-06-14,Pune,18-24,Android,YouTube
1802,2026-05-19,Pune,18-24,iOS,YouTube
1803,2026-02-18,Delhi,45+,Android,Organic
1804,2026-01-31,Mumbai,25-34,iOS,Instagram
1805,2026-02-22,Visakhapatnam,45+,Android,YouTube
1806,2026-06-05,Bengaluru,45+,Android,Referral
1807,2026-01-06,Bengaluru,45+,Android,Organic
1808,2026-05-16,Bengaluru,45+,Android,Organic
1809,2026-01-26,Pune,25-34,Android,Google Ads
1810,2026-03-07,Delhi,18-24,Android,Referral
1811,2026-06-23,Visakhapatnam,18-24,Android,Instagram
1812,2026-02-16,Hyderabad,18-24,Android,Organic
1813,2026-03-23,Visakhapatnam,45+,iOS,Instagram
1814,2026-04-07,Delhi,18-24,Android,Google Ads
1815,2026-06-02,Pune,25-34,Android,YouTube
1816,2026-04-09,Hyderabad,35-44,Android,Referral
1817,2026-05-22,Chennai,18-24,Android,Referral
1818,2026-06-12,Visakhapatnam,18-24,Android,YouTube
1819,2026-06-22,Hyderabad,25-34,iOS,Push Notification
1820,2026-02-02,Bengaluru,45+,Android,Push Notification
1821,2026-05-09,Visakhapatnam,25-34,Android,Google Ads
1822,2026-03-04,Pune,45+,iOS,YouTube
1823,2026-04-26,Hyderabad,18-24,iOS,YouTube
1824,2026-03-16,Mumbai,25-34,Android,Referral
1825,2026-03-11,Pune,35-44,iOS,Referral
1826,2026-03-31,Delhi,25-34,Android,YouTube
1827,2026-03-14,Hyderabad,25-34,iOS,YouTube
1828,2026-01-18,Bengaluru,18-24,Android,Organic
1829,2026-02-05,Mumbai,35-44,iOS,Google Ads
1830,2026-06-06,Pune,35-44,iOS,Instagram
1831,2026-06-12,Bengaluru,45+,Android,Push Notification
1832,2026-03-24,Bengaluru,25-34,Android,YouTube
1833,2026-03-26,Hyderabad,25-34,Android,Organic
1834,2026-06-05,Chennai,18-24,iOS,Push Notification
1835,2026-02-14,Chennai,45+,iOS,YouTube
1836,2026-01-21,Delhi,18-24,Android,Push Notification
1837,2026-04-24,Mumbai,18-24,Android,Referral
1838,2026-06-03,Bengaluru,45+,Android,Push Notification
